date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
15:19:15	29248/29248	---M--	200	added ('OK')	image/jpeg	date:Wed,%2030%20Oct%202024%2011:46:20%20GMT	https://ex-coders.com/html/digtek/assets/img/case-studies/05.jpg	E:/Sawan/Template/Webwider%20Theme/ex-coders.com/html/digtek/assets/img/case-studies/05.jpg	(from https://ex-coders.com/html/digtek/assets/css/main.css)
15:19:15	46157/46157	---M--	200	added ('OK')	image/jpeg	date:Mon,%2028%20Oct%202024%2012:25:22%20GMT	https://ex-coders.com/html/digtek/assets/img/breadcrumb.jpg	E:/Sawan/Template/Webwider%20Theme/ex-coders.com/html/digtek/assets/img/breadcrumb.jpg	(from https://ex-coders.com/html/digtek/contact.html)
15:19:15	64709/64709	---M--	200	added ('OK')	image/png	date:Mon,%2028%20Oct%202024%2012:26:26%20GMT	https://ex-coders.com/html/digtek/assets/img/breadcrumb-shape.png	E:/Sawan/Template/Webwider%20Theme/ex-coders.com/html/digtek/assets/img/breadcrumb-shape.png	(from https://ex-coders.com/html/digtek/contact.html)
15:19:15	19346/19346	---M--	200	added ('OK')	image/png	date:Mon,%2028%20Oct%202024%2012:27:28%20GMT	https://ex-coders.com/html/digtek/assets/img/breadcrumb-shape-2.png	E:/Sawan/Template/Webwider%20Theme/ex-coders.com/html/digtek/assets/img/breadcrumb-shape-2.png	(from https://ex-coders.com/html/digtek/contact.html)
15:19:16	1467/1467	---M-Z	200	added ('OK')	text/javascript	date:Tue,%2013%20Feb%202024%2012:35:10%20GMT	https://ex-coders.com/html/digtek/assets/js/ajax-mail.js	E:/Sawan/Template/Webwider%20Theme/ex-coders.com/html/digtek/assets/js/ajax-mail.js	(from https://ex-coders.com/html/digtek/contact.html)
15:19:16	6370/6370	---M--	200	added ('OK')	image/png	date:Wed,%2030%20Oct%202024%2011:48:18%20GMT	https://ex-coders.com/html/digtek/assets/img/hero/hero-bg-2.png	E:/Sawan/Template/Webwider%20Theme/ex-coders.com/html/digtek/assets/img/hero/hero-bg-2.png	(from https://ex-coders.com/html/digtek/index-2.html)
15:19:16	22882/22882	---M--	200	added ('OK')	image/png	date:Sun,%2027%20Oct%202024%2005:53:50%20GMT	https://ex-coders.com/html/digtek/assets/img/hero/trophy-shape.png	E:/Sawan/Template/Webwider%20Theme/ex-coders.com/html/digtek/assets/img/hero/trophy-shape.png	(from https://ex-coders.com/html/digtek/index-2.html)
15:19:16	5927/5927	---M--	200	added ('OK')	image/png	date:Wed,%2030%20Oct%202024%2011:48:10%20GMT	https://ex-coders.com/html/digtek/assets/img/hero/left-shape.png	E:/Sawan/Template/Webwider%20Theme/ex-coders.com/html/digtek/assets/img/hero/left-shape.png	(from https://ex-coders.com/html/digtek/index-2.html)
15:19:17	10876/10876	---M--	200	added ('OK')	image/png	date:Wed,%2030%20Oct%202024%2011:48:06%20GMT	https://ex-coders.com/html/digtek/assets/img/hero/right-shape.png	E:/Sawan/Template/Webwider%20Theme/ex-coders.com/html/digtek/assets/img/hero/right-shape.png	(from https://ex-coders.com/html/digtek/index-2.html)
15:19:17	21997/21997	---M--	200	added ('OK')	image/png	date:Sun,%2027%20Oct%202024%2006:00:38%20GMT	https://ex-coders.com/html/digtek/assets/img/hero/rocket-2.png	E:/Sawan/Template/Webwider%20Theme/ex-coders.com/html/digtek/assets/img/hero/rocket-2.png	(from https://ex-coders.com/html/digtek/index-2.html)
15:19:17	104128/104128	---M--	200	added ('OK')	image/png	date:Wed,%2030%20Oct%202024%2011:48:12%20GMT	https://ex-coders.com/html/digtek/assets/img/hero/hero-image-2.png	E:/Sawan/Template/Webwider%20Theme/ex-coders.com/html/digtek/assets/img/hero/hero-image-2.png	(from https://ex-coders.com/html/digtek/index-2.html)
15:19:17	2810/2810	---M--	200	added ('OK')	image/png	date:Wed,%2030%20Oct%202024%2011:48:26%20GMT	https://ex-coders.com/html/digtek/assets/img/hero/bg-shape-2.png	E:/Sawan/Template/Webwider%20Theme/ex-coders.com/html/digtek/assets/img/hero/bg-shape-2.png	(from https://ex-coders.com/html/digtek/index-2.html)
15:19:17	5172/5172	---M--	200	added ('OK')	image/png	date:Wed,%2030%20Oct%202024%2011:48:22%20GMT	https://ex-coders.com/html/digtek/assets/img/hero/box-shape.png	E:/Sawan/Template/Webwider%20Theme/ex-coders.com/html/digtek/assets/img/hero/box-shape.png	(from https://ex-coders.com/html/digtek/index-2.html)
15:19:18	10988/10988	---M--	200	added ('OK')	image/png	date:Wed,%2030%20Oct%202024%2011:48:20%20GMT	https://ex-coders.com/html/digtek/assets/img/hero/gap-box.png	E:/Sawan/Template/Webwider%20Theme/ex-coders.com/html/digtek/assets/img/hero/gap-box.png	(from https://ex-coders.com/html/digtek/index-2.html)
15:19:18	1816/1816	---M--	200	added ('OK')	image/png	date:Wed,%2030%20Oct%202024%2011:48:20%20GMT	https://ex-coders.com/html/digtek/assets/img/hero/cursor.png	E:/Sawan/Template/Webwider%20Theme/ex-coders.com/html/digtek/assets/img/hero/cursor.png	(from https://ex-coders.com/html/digtek/index-2.html)
15:19:18	311769/311769	---M--	200	added ('OK')	image/png	date:Tue,%2022%20Oct%202024%2005:19:00%20GMT	https://ex-coders.com/html/digtek/assets/img/bg-shape-2.png	E:/Sawan/Template/Webwider%20Theme/ex-coders.com/html/digtek/assets/img/bg-shape-2.png	(from https://ex-coders.com/html/digtek/index-2.html)
15:19:18	26633/26633	---M--	200	added ('OK')	image/jpeg	date:Mon,%2021%20Oct%202024%2013:17:42%20GMT	https://ex-coders.com/html/digtek/assets/img/feature-bg.jpg	E:/Sawan/Template/Webwider%20Theme/ex-coders.com/html/digtek/assets/img/feature-bg.jpg	(from https://ex-coders.com/html/digtek/index-2.html)
15:19:18	22066/22066	---M--	200	added ('OK')	image/png	date:Wed,%2030%20Oct%202024%2011:56:04%20GMT	https://ex-coders.com/html/digtek/assets/img/feature-img.png	E:/Sawan/Template/Webwider%20Theme/ex-coders.com/html/digtek/assets/img/feature-img.png	(from https://ex-coders.com/html/digtek/index-2.html)
15:19:19	301551/301551	---M--	200	added ('OK')	image/png	date:Tue,%2022%20Oct%202024%2005:06:54%20GMT	https://ex-coders.com/html/digtek/assets/img/bg-shape.png	E:/Sawan/Template/Webwider%20Theme/ex-coders.com/html/digtek/assets/img/bg-shape.png	(from https://ex-coders.com/html/digtek/index-2.html)
15:19:19	105806/105806	---M--	200	added ('OK')	image/jpeg	date:Wed,%2030%20Oct%202024%2011:56:02%20GMT	https://ex-coders.com/html/digtek/assets/img/counter-bg.jpg	E:/Sawan/Template/Webwider%20Theme/ex-coders.com/html/digtek/assets/img/counter-bg.jpg	(from https://ex-coders.com/html/digtek/index-2.html)
